Index,Direction,Time Stamp,Frame ID,Format,Type,Data Length,Data(HEX)
1549,Receive,10:43:14.372.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1550,Receive,10:43:14.393.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d5 ff 
1551,Receive,10:43:14.393.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1552,Receive,10:43:14.393.0,0x0000030b,Data,Standard,0x01,00 
1553,Receive,10:43:14.393.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1554,Receive,10:43:14.403.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1555,Receive,10:43:14.462.0,0x00000301,Data,Standard,0x08,a6 44 69 00 00 00 00 00 
1556,Receive,10:43:14.462.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1557,Receive,10:43:14.473.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1558,Receive,10:43:14.473.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1559,Receive,10:43:14.481.0,0x00000309,Data,Standard,0x08,62 a2 00 45 78 3c d9 ff 
1560,Receive,10:43:14.481.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1561,Receive,10:43:14.492.0,0x0000030b,Data,Standard,0x01,00 
1562,Receive,10:43:14.492.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1563,Receive,10:43:14.502.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1564,Receive,10:43:14.564.0,0x00000301,Data,Standard,0x08,a6 44 66 00 00 00 00 00 
1565,Receive,10:43:14.564.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1566,Receive,10:43:14.573.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1567,Receive,10:43:14.573.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1568,Receive,10:43:14.590.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d3 ff 
1569,Receive,10:43:14.590.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1570,Receive,10:43:14.593.0,0x0000030b,Data,Standard,0x01,00 
1571,Receive,10:43:14.593.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1572,Receive,10:43:14.603.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1573,Receive,10:43:14.661.0,0x00000604,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1574,Receive,10:43:14.664.0,0x00000605,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1575,Receive,10:43:14.664.0,0x00000606,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1576,Receive,10:43:14.664.0,0x00000301,Data,Standard,0x08,a6 44 6a 00 00 00 00 00 
1577,Receive,10:43:14.664.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1578,Receive,10:43:14.664.0,0x00000402,Data,Standard,0x08,1b 00 00 00 0d e2 01 00 
1579,Receive,10:43:14.664.0,0x00000403,Data,Standard,0x08,64 00 00 00 b3 e0 06 00 
1580,Receive,10:43:14.674.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1581,Receive,10:43:14.674.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1582,Receive,10:43:14.674.0,0x00000404,Data,Standard,0x01,36 
1583,Receive,10:43:14.674.0,0x00000405,Data,Standard,0x08,bb 0d bb 0d bb 0d b9 0d 
1584,Receive,10:43:14.684.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d5 ff 
1585,Receive,10:43:14.684.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1586,Receive,10:43:14.684.0,0x00000406,Data,Standard,0x08,bb 0d bb 0d bb 0d bb 0d 
1587,Receive,10:43:14.684.0,0x00000407,Data,Standard,0x04,bb 0d bc 0d 
1588,Receive,10:43:14.694.0,0x0000030b,Data,Standard,0x01,00 
1589,Receive,10:43:14.694.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1590,Receive,10:43:14.694.0,0x00000408,Data,Standard,0x04,8d 1c 00 00 
1591,Receive,10:43:14.694.0,0x00000409,Data,Standard,0x08,e7 e6 e6 d7 e6 e6 e7 e7 
1592,Receive,10:43:14.704.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1593,Receive,10:43:14.704.0,0x00000506,Data,Standard,0x07,b9 0d bc 0d a4 e6 e7 
1594,Receive,10:43:14.704.0,0x00000509,Data,Standard,0x03,40 6b 01 
1595,Receive,10:43:14.712.0,0x0000050a,Data,Standard,0x03,e9 e8 e7 
1596,Receive,10:43:14.712.0,0x0000050d,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1597,Receive,10:43:14.722.0,0x0000050d,Data,Standard,0x08,01 79 35 00 00 00 00 00 
1598,Receive,10:43:14.722.0,0x00000703,Data,Standard,0x02,00 00 
1599,Receive,10:43:14.764.0,0x00000301,Data,Standard,0x08,a6 44 6a 00 00 00 00 00 
1600,Receive,10:43:14.764.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1601,Receive,10:43:14.773.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1602,Receive,10:43:14.773.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1603,Receive,10:43:14.792.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d7 ff 
1604,Receive,10:43:14.792.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1605,Receive,10:43:14.792.0,0x0000030b,Data,Standard,0x01,00 
1606,Receive,10:43:14.792.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1607,Receive,10:43:14.802.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1608,Receive,10:43:14.862.0,0x00000301,Data,Standard,0x08,a6 44 68 00 00 00 00 00 
1609,Receive,10:43:14.862.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1610,Receive,10:43:14.872.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1611,Receive,10:43:14.872.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1612,Receive,10:43:14.882.0,0x00000309,Data,Standard,0x08,62 a2 00 45 78 3c d3 ff 
1613,Receive,10:43:14.882.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1614,Receive,10:43:14.892.0,0x0000030b,Data,Standard,0x01,00 
1615,Receive,10:43:14.892.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1616,Receive,10:43:14.903.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1617,Receive,10:43:14.963.0,0x00000301,Data,Standard,0x08,a6 44 67 00 00 00 00 00 
1618,Receive,10:43:14.963.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1619,Receive,10:43:14.971.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1620,Receive,10:43:14.971.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1621,Receive,10:43:14.992.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d5 ff 
1622,Receive,10:43:14.992.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1623,Receive,10:43:14.992.0,0x0000030b,Data,Standard,0x01,00 
1624,Receive,10:43:14.992.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1625,Receive,10:43:15.002.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1626,Receive,10:43:15.063.0,0x00000301,Data,Standard,0x08,a6 44 67 00 00 00 00 00 
1627,Receive,10:43:15.063.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1628,Receive,10:43:15.073.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1629,Receive,10:43:15.073.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1630,Receive,10:43:15.082.0,0x00000309,Data,Standard,0x08,62 a2 00 45 78 3c d5 ff 
1631,Receive,10:43:15.082.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1632,Receive,10:43:15.093.0,0x0000030b,Data,Standard,0x01,00 
1633,Receive,10:43:15.093.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1634,Receive,10:43:15.102.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1635,Receive,10:43:15.163.0,0x00000301,Data,Standard,0x08,a6 44 66 00 00 00 00 00 
1636,Receive,10:43:15.163.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1637,Receive,10:43:15.172.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1638,Receive,10:43:15.172.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1639,Receive,10:43:15.192.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d3 ff 
1640,Receive,10:43:15.192.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1641,Receive,10:43:15.192.0,0x0000030b,Data,Standard,0x01,00 
1642,Receive,10:43:15.192.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1643,Receive,10:43:15.203.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1644,Receive,10:43:15.264.0,0x00000301,Data,Standard,0x08,a6 44 68 00 00 00 00 00 
1645,Receive,10:43:15.264.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1646,Receive,10:43:15.272.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1647,Receive,10:43:15.272.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1648,Receive,10:43:15.283.0,0x00000309,Data,Standard,0x08,62 a2 00 45 78 3c d3 ff 
1649,Receive,10:43:15.283.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1650,Receive,10:43:15.292.0,0x0000030b,Data,Standard,0x01,00 
1651,Receive,10:43:15.292.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1652,Receive,10:43:15.302.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1653,Receive,10:43:15.364.0,0x00000301,Data,Standard,0x08,a6 44 67 00 00 00 00 00 
1654,Receive,10:43:15.364.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1655,Receive,10:43:15.373.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1656,Receive,10:43:15.373.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1657,Receive,10:43:15.393.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d7 ff 
1658,Receive,10:43:15.393.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1659,Receive,10:43:15.393.0,0x0000030b,Data,Standard,0x01,00 
1660,Receive,10:43:15.393.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1661,Receive,10:43:15.402.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1662,Receive,10:43:15.463.0,0x00000301,Data,Standard,0x08,a6 44 67 00 00 00 00 00 
1663,Receive,10:43:15.463.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1664,Receive,10:43:15.472.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1665,Receive,10:43:15.472.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1666,Receive,10:43:15.483.0,0x00000309,Data,Standard,0x08,62 a2 00 45 78 3c d7 ff 
1667,Receive,10:43:15.483.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1668,Receive,10:43:15.491.0,0x0000030b,Data,Standard,0x01,00 
1669,Receive,10:43:15.491.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1670,Receive,10:43:15.501.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1671,Receive,10:43:15.564.0,0x00000301,Data,Standard,0x08,a6 44 67 00 00 00 00 00 
1672,Receive,10:43:15.564.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1673,Receive,10:43:15.571.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1674,Receive,10:43:15.571.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1675,Receive,10:43:15.590.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d7 ff 
1676,Receive,10:43:15.590.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1677,Receive,10:43:15.591.0,0x0000030b,Data,Standard,0x01,00 
1678,Receive,10:43:15.591.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1679,Receive,10:43:15.602.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1680,Receive,10:43:15.663.0,0x00000604,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1681,Receive,10:43:15.663.0,0x00000605,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1682,Receive,10:43:15.663.0,0x00000606,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1683,Receive,10:43:15.663.0,0x00000301,Data,Standard,0x08,a6 44 68 00 00 00 00 00 
1684,Receive,10:43:15.663.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1685,Receive,10:43:15.663.0,0x00000402,Data,Standard,0x08,1b 00 00 00 0d e2 01 00 
1686,Receive,10:43:15.666.0,0x00000403,Data,Standard,0x08,64 00 00 00 b3 e0 06 00 
1687,Receive,10:43:15.666.0,0x00000508,Data,Standard,0x08,6f 30 6f 30 42 0d 00 00 
1688,Receive,10:43:15.666.0,0x0000050b,Data,Standard,0x08,6f 30 6f 30 11 36 37 a4 
1689,Receive,10:43:15.674.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1690,Receive,10:43:15.674.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1691,Receive,10:43:15.674.0,0x00000404,Data,Standard,0x01,36 
1692,Receive,10:43:15.674.0,0x00000405,Data,Standard,0x08,bb 0d bb 0d bb 0d b9 0d 
1693,Receive,10:43:15.674.0,0x0000050d,Data,Standard,0x08,02 eb 00 00 00 00 00 00 
1694,Receive,10:43:15.674.0,0x0000050d,Data,Standard,0x08,03 21 1b 00 00 00 00 00 
1695,Receive,10:43:15.683.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d7 ff 
1696,Receive,10:43:15.683.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1697,Receive,10:43:15.683.0,0x00000406,Data,Standard,0x08,bb 0d bb 0d bb 0d bb 0d 
1698,Receive,10:43:15.683.0,0x00000407,Data,Standard,0x04,bb 0d bc 0d 
1699,Receive,10:43:15.683.0,0x0000050d,Data,Standard,0x08,04 9c a5 00 00 00 00 00 
1700,Receive,10:43:15.683.0,0x0000050d,Data,Standard,0x08,05 00 1c aa 00 00 00 00 
1701,Receive,10:43:15.693.0,0x0000030b,Data,Standard,0x01,00 
1702,Receive,10:43:15.693.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1703,Receive,10:43:15.693.0,0x00000408,Data,Standard,0x04,8e 1c 00 00 
1704,Receive,10:43:15.693.0,0x00000409,Data,Standard,0x08,e7 e6 e6 d7 e6 e6 e7 e7 
1705,Receive,10:43:15.693.0,0x0000050d,Data,Standard,0x08,06 00 00 00 00 00 00 00 
1706,Receive,10:43:15.694.0,0x0000050e,Data,Standard,0x08,a6 04 00 00 da 02 00 00 
1707,Receive,10:43:15.704.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1708,Receive,10:43:15.704.0,0x00000506,Data,Standard,0x07,b9 0d bc 0d a4 e6 e7 
1709,Receive,10:43:15.704.0,0x00000509,Data,Standard,0x03,40 6b 01 
1710,Receive,10:43:15.704.0,0x0000050f,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1711,Receive,10:43:15.704.0,0x0000050f,Data,Standard,0x08,0a 53 44 32 35 31 39 4d 
1712,Receive,10:43:15.714.0,0x0000050a,Data,Standard,0x03,e9 e8 e7 
1713,Receive,10:43:15.714.0,0x0000050d,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1714,Receive,10:43:15.714.0,0x0000050f,Data,Standard,0x08,0b 42 41 54 35 30 31 30 
1715,Receive,10:43:15.714.0,0x0000050f,Data,Standard,0x08,0c 30 31 30 00 00 00 00 
1716,Receive,10:43:15.724.0,0x0000050d,Data,Standard,0x08,01 79 35 00 00 00 00 00 
1717,Receive,10:43:15.724.0,0x0000050f,Data,Standard,0x08,0f 00 00 00 00 00 00 00 
1718,Receive,10:43:15.724.0,0x0000050f,Data,Standard,0x08,10 00 00 00 00 00 00 00 
1719,Receive,10:43:15.724.0,0x00000703,Data,Standard,0x02,00 00 
1720,Receive,10:43:15.732.0,0x0000050f,Data,Standard,0x08,11 00 00 00 00 00 00 00 
1721,Receive,10:43:15.732.0,0x0000050f,Data,Standard,0x08,18 67 63 32 31 37 63 00 
1722,Receive,10:43:15.742.0,0x0000050f,Data,Standard,0x08,19 e9 07 10 00 33 00 00 
1723,Receive,10:43:15.742.0,0x0000050f,Data,Standard,0x08,1a 00 00 00 00 00 00 00 
1724,Receive,10:43:15.752.0,0x0000050f,Data,Standard,0x08,1b 00 00 00 00 00 00 00 
1725,Receive,10:43:15.752.0,0x0000050f,Data,Standard,0x08,1c 00 00 00 00 00 00 00 
1726,Receive,10:43:15.763.0,0x00000301,Data,Standard,0x08,a6 44 64 00 00 00 00 00 
1727,Receive,10:43:15.763.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1728,Receive,10:43:15.765.0,0x0000050f,Data,Standard,0x08,1d 00 00 00 00 00 00 00 
1729,Receive,10:43:15.765.0,0x00000704,Data,Standard,0x08,00 00 00 00 00 00 00 03 
1730,Receive,10:43:15.771.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1731,Receive,10:43:15.771.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1732,Receive,10:43:15.772.0,0x00000704,Data,Standard,0x08,01 00 00 00 00 00 00 00 
1733,Receive,10:43:15.772.0,0x00000704,Data,Standard,0x08,02 00 00 00 00 00 00 00 
1734,Receive,10:43:15.792.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d7 ff 
1735,Receive,10:43:15.792.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1736,Receive,10:43:15.792.0,0x00000704,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1737,Receive,10:43:15.792.0,0x00000704,Data,Standard,0x08,04 00 00 00 00 00 00 00 
1738,Receive,10:43:15.792.0,0x0000030b,Data,Standard,0x01,00 
1739,Receive,10:43:15.792.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1740,Receive,10:43:15.792.0,0x00000704,Data,Standard,0x08,05 00 00 00 00 00 00 00 
1741,Receive,10:43:15.792.0,0x00000704,Data,Standard,0x08,06 00 00 07 c2 00 00 00 
1742,Receive,10:43:15.802.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1743,Receive,10:43:15.802.0,0x00000704,Data,Standard,0x08,07 00 00 00 00 00 00 00 
1744,Receive,10:43:15.803.0,0x00000704,Data,Standard,0x08,08 00 00 79 35 00 00 00 
1745,Receive,10:43:15.813.0,0x00000704,Data,Standard,0x08,0b 00 00 00 00 00 00 00 
1746,Receive,10:43:15.813.0,0x00000704,Data,Standard,0x08,0d 00 00 00 00 ce ce 00 
1747,Receive,10:43:15.822.0,0x00000704,Data,Standard,0x08,0e 00 00 00 00 00 00 00 
1748,Receive,10:43:15.822.0,0x00000704,Data,Standard,0x08,0f 00 00 00 00 00 00 00 
1749,Receive,10:43:15.832.0,0x00000704,Data,Standard,0x08,10 00 00 00 00 00 00 00 
1750,Receive,10:43:15.832.0,0x00000704,Data,Standard,0x08,11 00 00 00 00 00 00 00 
1751,Receive,10:43:15.843.0,0x00000704,Data,Standard,0x08,12 00 00 00 00 00 00 00 
1752,Receive,10:43:15.843.0,0x00000704,Data,Standard,0x08,13 00 00 00 00 00 00 00 
1753,Receive,10:43:15.852.0,0x00000704,Data,Standard,0x08,17 00 00 00 00 00 00 00 
1754,Receive,10:43:15.862.0,0x00000301,Data,Standard,0x08,a6 44 68 00 00 00 00 00 
1755,Receive,10:43:15.862.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1756,Receive,10:43:15.871.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1757,Receive,10:43:15.871.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1758,Receive,10:43:15.882.0,0x00000309,Data,Standard,0x08,62 a2 00 45 78 3c d9 ff 
1759,Receive,10:43:15.882.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1760,Receive,10:43:15.893.0,0x0000030b,Data,Standard,0x01,00 
1761,Receive,10:43:15.893.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1762,Receive,10:43:15.902.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1763,Receive,10:43:15.963.0,0x00000301,Data,Standard,0x08,a6 44 68 00 00 00 00 00 
1764,Receive,10:43:15.963.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1765,Receive,10:43:15.972.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1766,Receive,10:43:15.972.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1767,Receive,10:43:15.989.0,0x00000309,Data,Standard,0x08,62 a2 00 45 7a 3c d3 ff 
1768,Receive,10:43:15.989.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1769,Receive,10:43:15.992.0,0x0000030b,Data,Standard,0x01,00 
1770,Receive,10:43:15.992.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1771,Receive,10:43:16.003.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1772,Receive,10:43:16.062.0,0x00000301,Data,Standard,0x08,a6 44 68 00 00 00 00 00 
1773,Receive,10:43:16.062.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1774,Receive,10:43:16.073.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1775,Receive,10:43:16.073.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1776,Receive,10:43:16.082.0,0x00000309,Data,Standard,0x08,62 a2 00 45 77 3c d5 ff 
1777,Receive,10:43:16.082.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1778,Receive,10:43:16.092.0,0x0000030b,Data,Standard,0x01,00 
1779,Receive,10:43:16.092.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1780,Receive,10:43:16.103.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1781,Receive,10:43:16.163.0,0x00000301,Data,Standard,0x08,a6 44 68 00 00 00 00 00 
1782,Receive,10:43:16.163.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1783,Receive,10:43:16.172.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1784,Receive,10:43:16.172.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1785,Receive,10:43:16.190.0,0x00000309,Data,Standard,0x08,62 a2 00 45 7a 3c d1 ff 
1786,Receive,10:43:16.190.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1787,Receive,10:43:16.192.0,0x0000030b,Data,Standard,0x01,00 
1788,Receive,10:43:16.192.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1789,Receive,10:43:16.203.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1790,Receive,10:43:16.262.0,0x00000301,Data,Standard,0x08,a6 44 69 00 00 00 00 00 
1791,Receive,10:43:16.262.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1792,Receive,10:43:16.273.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1793,Receive,10:43:16.273.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1794,Receive,10:43:16.281.0,0x00000309,Data,Standard,0x08,62 a2 00 45 78 3c d3 ff 
1795,Receive,10:43:16.281.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1796,Receive,10:43:16.293.0,0x0000030b,Data,Standard,0x01,00 
1797,Receive,10:43:16.293.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1798,Receive,10:43:16.301.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1799,Receive,10:43:16.364.0,0x00000301,Data,Standard,0x08,a6 44 67 00 00 00 00 00 
1800,Receive,10:43:16.364.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1801,Receive,10:43:16.372.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1802,Receive,10:43:16.372.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1803,Receive,10:43:16.392.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d3 ff 
1804,Receive,10:43:16.392.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1805,Receive,10:43:16.392.0,0x0000030b,Data,Standard,0x01,00 
1806,Receive,10:43:16.392.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1807,Receive,10:43:16.403.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1808,Receive,10:43:16.463.0,0x00000301,Data,Standard,0x08,a6 44 6a 00 00 00 00 00 
1809,Receive,10:43:16.463.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1810,Receive,10:43:16.471.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1811,Receive,10:43:16.471.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1812,Receive,10:43:16.483.0,0x00000309,Data,Standard,0x08,62 a2 00 45 76 3c d7 ff 
1813,Receive,10:43:16.483.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1814,Receive,10:43:16.492.0,0x0000030b,Data,Standard,0x01,00 
1815,Receive,10:43:16.492.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1816,Receive,10:43:16.502.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1817,Receive,10:43:16.563.0,0x00000301,Data,Standard,0x08,a6 44 67 00 00 00 00 00 
1818,Receive,10:43:16.564.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1819,Receive,10:43:16.572.0,0x00000303,Data,Standard,0x04,8b 14 1a 0f 
1820,Receive,10:43:16.572.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1821,Receive,10:43:16.592.0,0x00000309,Data,Standard,0x08,62 a2 00 45 7b 3c d7 ff 
1822,Receive,10:43:16.592.0,0x0000030a,Data,Standard,0x04,74 03 74 03 
1823,Receive,10:43:16.592.0,0x0000030b,Data,Standard,0x01,00 
1824,Receive,10:43:16.592.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1825,Receive,10:43:16.602.0,0x00000401,Data,Standard,0x08,4d 89 00 00 00 00 00 00 
1826,Receive,10:43:16.664.0,0x00000604,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1827,Receive,10:43:16.664.0,0x00000605,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1828,Receive,10:43:16.664.0,0x00000606,Data,Standard,0x08,00 00 00 00 00 00 00 00 
