序号,传输方向,时间标识,帧ID,帧格式,帧类型,数据长度,数据(HEX)
2473,接收,15:17:00.700.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2474,接收,15:17:00.709.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2475,接收,15:17:00.709.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2476,接收,15:17:00.779.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
2477,接收,15:17:00.779.0,0x00000302,数据帧,标准帧,0x08,cd 07 c4 09 a9 50 9d 39 
2478,接收,15:17:00.805.0,0x00000303,数据帧,标准帧,0x04,1a 1c 2d 23 
2479,接收,15:17:00.805.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2480,接收,15:17:00.805.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c cc ff 
2481,接收,15:17:00.805.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2482,接收,15:17:00.810.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2483,接收,15:17:00.810.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2484,接收,15:17:00.879.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
2485,接收,15:17:00.879.0,0x00000302,数据帧,标准帧,0x08,cd 07 c4 09 a9 50 9d 39 
2486,接收,15:17:00.890.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2487,接收,15:17:00.890.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2488,接收,15:17:00.900.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ca ff 
2489,接收,15:17:00.900.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2490,接收,15:17:00.910.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2491,接收,15:17:00.910.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2492,接收,15:17:00.980.0,0x00000301,数据帧,标准帧,0x08,5a 46 62 00 00 00 00 00 
2493,接收,15:17:00.980.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2494,接收,15:17:01.009.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2495,接收,15:17:01.009.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2496,接收,15:17:01.009.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c ce ff 
2497,接收,15:17:01.009.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2498,接收,15:17:01.009.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2499,接收,15:17:01.009.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2500,接收,15:17:01.079.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
2501,接收,15:17:01.079.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2502,接收,15:17:01.090.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2503,接收,15:17:01.090.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2504,接收,15:17:01.100.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c cc ff 
2505,接收,15:17:01.100.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2506,接收,15:17:01.109.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2507,接收,15:17:01.109.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2508,接收,15:17:01.181.0,0x00000301,数据帧,标准帧,0x08,5a 46 60 00 00 00 00 00 
2509,接收,15:17:01.181.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2510,接收,15:17:01.207.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2511,接收,15:17:01.207.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2512,接收,15:17:01.207.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c c8 ff 
2513,接收,15:17:01.207.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2514,接收,15:17:01.207.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2515,接收,15:17:01.207.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2516,接收,15:17:01.279.0,0x00000301,数据帧,标准帧,0x08,5a 46 60 00 00 00 00 00 
2517,接收,15:17:01.279.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2518,接收,15:17:01.290.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2519,接收,15:17:01.290.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2520,接收,15:17:01.299.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c c8 ff 
2521,接收,15:17:01.299.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2522,接收,15:17:01.310.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2523,接收,15:17:01.310.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2524,接收,15:17:01.380.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
2525,接收,15:17:01.380.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2526,接收,15:17:01.409.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2527,接收,15:17:01.409.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2528,接收,15:17:01.409.0,0x00000309,数据帧,标准帧,0x08,62 a7 00 46 83 3c c8 ff 
2529,接收,15:17:01.409.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2530,接收,15:17:01.409.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2531,接收,15:17:01.409.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2532,接收,15:17:01.483.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2533,接收,15:17:01.483.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2534,接收,15:17:01.483.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2535,接收,15:17:01.483.0,0x00000301,数据帧,标准帧,0x08,5a 46 5c 00 00 00 00 00 
2536,接收,15:17:01.483.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2537,接收,15:17:01.483.0,0x00000402,数据帧,标准帧,0x08,27 00 00 00 4b b0 02 00 
2538,接收,15:17:01.483.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 b3 e0 06 00 
2539,接收,15:17:01.491.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2540,接收,15:17:01.491.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2541,接收,15:17:01.491.0,0x00000405,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 0f 0e 
2542,接收,15:17:01.491.0,0x00000406,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
2543,接收,15:17:01.502.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ce ff 
2544,接收,15:17:01.502.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2545,接收,15:17:01.502.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
2546,接收,15:17:01.502.0,0x00000408,数据帧,标准帧,0x04,53 00 00 00 
2547,接收,15:17:01.510.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2548,接收,15:17:01.510.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2549,接收,15:17:01.510.0,0x00000409,数据帧,标准帧,0x08,e4 e4 e5 d7 e5 e8 e4 e6 
2550,接收,15:17:01.510.0,0x00000506,数据帧,标准帧,0x07,0f 0e 11 0e 94 e4 e5 
2551,接收,15:17:01.519.0,0x00000509,数据帧,标准帧,0x03,40 72 01 
2552,接收,15:17:01.519.0,0x0000050a,数据帧,标准帧,0x03,e8 e9 e5 
2553,接收,15:17:01.530.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2554,接收,15:17:01.530.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
2555,接收,15:17:01.580.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
2556,接收,15:17:01.580.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2557,接收,15:17:01.610.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2558,接收,15:17:01.610.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2559,接收,15:17:01.610.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c ca ff 
2560,接收,15:17:01.610.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2561,接收,15:17:01.610.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2562,接收,15:17:01.610.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2563,接收,15:17:01.679.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
2564,接收,15:17:01.679.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2565,接收,15:17:01.688.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2566,接收,15:17:01.688.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2567,接收,15:17:01.700.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ce ff 
2568,接收,15:17:01.700.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2569,接收,15:17:01.710.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2570,接收,15:17:01.710.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2571,接收,15:17:01.780.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
2572,接收,15:17:01.780.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2573,接收,15:17:01.809.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2574,接收,15:17:01.809.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2575,接收,15:17:01.809.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c ca ff 
2576,接收,15:17:01.809.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2577,接收,15:17:01.809.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2578,接收,15:17:01.809.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2579,接收,15:17:01.880.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
2580,接收,15:17:01.880.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2581,接收,15:17:01.889.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2582,接收,15:17:01.889.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2583,接收,15:17:01.900.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ce ff 
2584,接收,15:17:01.900.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2585,接收,15:17:01.909.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2586,接收,15:17:01.909.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2587,接收,15:17:01.981.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
2588,接收,15:17:01.981.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2589,接收,15:17:02.008.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2590,接收,15:17:02.008.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2591,接收,15:17:02.008.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c c8 ff 
2592,接收,15:17:02.008.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2593,接收,15:17:02.008.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2594,接收,15:17:02.008.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2595,接收,15:17:02.080.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
2596,接收,15:17:02.080.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2597,接收,15:17:02.090.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2598,接收,15:17:02.090.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2599,接收,15:17:02.099.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ca ff 
2600,接收,15:17:02.099.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2601,接收,15:17:02.110.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2602,接收,15:17:02.110.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2603,接收,15:17:02.180.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
2604,接收,15:17:02.180.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2605,接收,15:17:02.208.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2606,接收,15:17:02.208.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2607,接收,15:17:02.208.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c cc ff 
2608,接收,15:17:02.208.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2609,接收,15:17:02.208.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2610,接收,15:17:02.208.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2611,接收,15:17:02.280.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
2612,接收,15:17:02.280.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2613,接收,15:17:02.289.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2614,接收,15:17:02.289.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2615,接收,15:17:02.300.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ca ff 
2616,接收,15:17:02.300.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2617,接收,15:17:02.309.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2618,接收,15:17:02.309.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2619,接收,15:17:02.381.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
2620,接收,15:17:02.381.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2621,接收,15:17:02.408.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2622,接收,15:17:02.408.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2623,接收,15:17:02.408.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c ca ff 
2624,接收,15:17:02.408.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2625,接收,15:17:02.408.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2626,接收,15:17:02.408.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2627,接收,15:17:02.481.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2628,接收,15:17:02.481.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2629,接收,15:17:02.481.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2630,接收,15:17:02.481.0,0x00000301,数据帧,标准帧,0x08,5a 46 5c 00 00 00 00 00 
2631,接收,15:17:02.481.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2632,接收,15:17:02.481.0,0x00000402,数据帧,标准帧,0x08,27 00 00 00 4b b0 02 00 
2633,接收,15:17:02.481.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 b3 e0 06 00 
2634,接收,15:17:02.491.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2635,接收,15:17:02.491.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2636,接收,15:17:02.491.0,0x00000405,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 0f 0e 
2637,接收,15:17:02.491.0,0x00000406,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
2638,接收,15:17:02.502.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ce ff 
2639,接收,15:17:02.502.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2640,接收,15:17:02.502.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
2641,接收,15:17:02.502.0,0x00000408,数据帧,标准帧,0x04,54 00 00 00 
2642,接收,15:17:02.510.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2643,接收,15:17:02.510.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2644,接收,15:17:02.510.0,0x00000409,数据帧,标准帧,0x08,e4 e4 e5 d7 e5 e8 e4 e6 
2645,接收,15:17:02.510.0,0x00000506,数据帧,标准帧,0x07,0f 0e 11 0e 94 e4 e5 
2646,接收,15:17:02.519.0,0x00000509,数据帧,标准帧,0x03,40 72 01 
2647,接收,15:17:02.519.0,0x0000050a,数据帧,标准帧,0x03,e8 e9 e5 
2648,接收,15:17:02.530.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2649,接收,15:17:02.530.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
2650,接收,15:17:02.580.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
2651,接收,15:17:02.580.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2652,接收,15:17:02.608.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2653,接收,15:17:02.608.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2654,接收,15:17:02.608.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c c5 ff 
2655,接收,15:17:02.608.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2656,接收,15:17:02.608.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2657,接收,15:17:02.608.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2658,接收,15:17:02.679.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
2659,接收,15:17:02.679.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2660,接收,15:17:02.690.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2661,接收,15:17:02.690.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2662,接收,15:17:02.700.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c ce ff 
2663,接收,15:17:02.700.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2664,接收,15:17:02.709.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2665,接收,15:17:02.709.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2666,接收,15:17:02.781.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
2667,接收,15:17:02.781.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2668,接收,15:17:02.809.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2669,接收,15:17:02.809.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2670,接收,15:17:02.809.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c c8 ff 
2671,接收,15:17:02.809.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2672,接收,15:17:02.809.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2673,接收,15:17:02.809.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2674,接收,15:17:02.879.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
2675,接收,15:17:02.879.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2676,接收,15:17:02.889.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2677,接收,15:17:02.889.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2678,接收,15:17:02.899.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c cc ff 
2679,接收,15:17:02.899.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2680,接收,15:17:02.909.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2681,接收,15:17:02.909.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2682,接收,15:17:02.980.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
2683,接收,15:17:02.980.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2684,接收,15:17:03.008.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2685,接收,15:17:03.008.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2686,接收,15:17:03.008.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c c8 ff 
2687,接收,15:17:03.008.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2688,接收,15:17:03.008.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2689,接收,15:17:03.008.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2690,接收,15:17:03.080.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
2691,接收,15:17:03.080.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2692,接收,15:17:03.089.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2693,接收,15:17:03.089.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2694,接收,15:17:03.100.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c cc ff 
2695,接收,15:17:03.100.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2696,接收,15:17:03.109.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2697,接收,15:17:03.109.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2698,接收,15:17:03.180.0,0x00000301,数据帧,标准帧,0x08,5a 46 60 00 00 00 00 00 
2699,接收,15:17:03.180.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2700,接收,15:17:03.208.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2701,接收,15:17:03.208.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2702,接收,15:17:03.208.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c c4 ff 
2703,接收,15:17:03.208.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2704,接收,15:17:03.208.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2705,接收,15:17:03.208.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2706,接收,15:17:03.280.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
2707,接收,15:17:03.280.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2708,接收,15:17:03.289.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2709,接收,15:17:03.289.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2710,接收,15:17:03.300.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c c8 ff 
2711,接收,15:17:03.300.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2712,接收,15:17:03.309.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2713,接收,15:17:03.309.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2714,接收,15:17:03.381.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
2715,接收,15:17:03.381.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2716,接收,15:17:03.408.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2717,接收,15:17:03.408.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2718,接收,15:17:03.408.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 83 3c cc ff 
2719,接收,15:17:03.408.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2720,接收,15:17:03.408.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2721,接收,15:17:03.408.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
2722,接收,15:17:03.481.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2723,接收,15:17:03.481.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2724,接收,15:17:03.481.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
2725,接收,15:17:03.481.0,0x00000301,数据帧,标准帧,0x08,5a 46 5c 00 00 00 00 00 
2726,接收,15:17:03.481.0,0x00000302,数据帧,标准帧,0x08,cb 07 c4 09 a9 50 9d 39 
2727,接收,15:17:03.481.0,0x00000402,数据帧,标准帧,0x08,27 00 00 00 4b b0 02 00 
2728,接收,15:17:03.481.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 b3 e0 06 00 
2729,接收,15:17:03.490.0,0x00000303,数据帧,标准帧,0x04,14 1c 2d 23 
2730,接收,15:17:03.490.0,0x00000304,数据帧,标准帧,0x06,01 8c 00 20 00 00 
2731,接收,15:17:03.490.0,0x00000405,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 0f 0e 
2732,接收,15:17:03.490.0,0x00000406,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
2733,接收,15:17:03.501.0,0x00000309,数据帧,标准帧,0x08,63 a7 00 46 82 3c d0 ff 
2734,接收,15:17:03.501.0,0x0000030a,数据帧,标准帧,0x04,36 00 36 00 
2735,接收,15:17:03.501.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
2736,接收,15:17:03.501.0,0x00000408,数据帧,标准帧,0x04,55 00 00 00 
2737,接收,15:17:03.512.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
2738,接收,15:17:03.512.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
